ride_id,ride_date,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,pickup_time,dropoff_time,weather_condition
842,2024-07-19,14.825335,120.280818,14.829342,120.279878,06:07:33,06:10:50,Cloudy
843,2024-11-20,14.819124,120.283934,14.817188,120.281189,09:09:42,09:13:44,Rain
844,2024-07-04,14.828067,120.295161,14.839282,120.284892,12:26:03,12:34:33,Partly Cloudy
845,2024-03-06,14.828059,120.295508,14.823629,120.300591,19:56:26,20:01:34,Partly Cloudy
846,2024-07-08,14.833098,120.285207,14.819531,120.284138,08:51:58,09:01:31,Light Drizzle
847,2024-10-20,14.848647,120.25428,14.839502,120.283988,08:31:21,08:54:24,Violent Rain Showers
848,2024-04-08,14.836594,120.277853,14.764043,120.25258,16:43:26,17:12:54,Partly Cloudy
849,2024-12-30,14.835374,120.288507,14.824295,120.279646,07:37:33,07:47:58,Clear
850,2024-10-17,14.882172,120.236402,14.874161,120.234999,07:38:04,07:42:47,Light Drizzle
851,2024-04-11,14.82915,120.282231,14.822038,120.29843,19:31:38,19:43:55,Clear
852,2024-12-17,14.820324,120.27665,14.827387,120.281521,08:36:03,08:41:05,Partly Cloudy
853,2024-06-11,14.842908,120.287234,14.81994,120.27557,10:51:52,11:02:11,Partly Cloudy
854,2024-07-27,14.876492,120.232208,14.821395,120.27833,17:57:11,18:29:15,Mostly Clear
855,2024-07-15,14.818947,120.283639,14.833118,120.281937,14:01:34,14:08:17,Cloudy
856,2024-04-15,14.836541,120.27819,14.817596,120.283328,19:53:44,20:03:11,Partly Cloudy
857,2024-11-26,14.82641,120.283158,14.848609,120.254788,15:45:51,16:01:32,Partly Cloudy
858,2024-05-13,14.848419,120.315596,14.843535,120.282298,08:41:33,08:59:26,Dense Drizzle
859,2024-08-19,14.838139,120.285798,14.838026,120.278944,07:17:55,07:21:47,Light Drizzle
860,2024-08-04,14.827487,120.287708,14.837333,120.26853,11:01:51,11:10:53,Cloudy
861,2024-04-01,14.836016,120.277993,14.867945,120.292409,17:50:00,18:08:48,Mostly Clear
862,2024-05-22,14.776133,120.307897,14.82145,120.298603,19:07:45,19:36:34,Mostly Clear
863,2024-11-27,14.820873,120.283675,14.764873,120.293114,13:50:38,14:22:42,Clear
864,2024-07-07,14.819867,120.284425,14.842797,120.287232,09:38:57,09:48:20,Rain
865,2024-03-12,14.841515,120.286326,14.815095,120.317044,12:25:15,12:44:58,Light Rain
866,2024-05-05,14.805619,120.322862,14.851464,120.25601,21:59:06,22:35:36,Mostly Clear
867,2024-09-02,14.829193,120.287226,14.836208,120.287028,07:59:32,08:04:43,Drizzle
868,2024-05-25,14.839734,120.28347,14.824859,120.280179,19:07:56,19:17:32,Mostly Clear
869,2024-11-21,14.821341,120.278599,14.837858,120.285562,06:05:39,06:20:01,Heavy Rain
870,2024-01-01,14.825277,120.277467,14.776794,120.307801,10:54:02,11:25:53,Light Drizzle
871,2024-11-11,14.832293,120.285252,14.825062,120.277034,13:54:30,14:01:03,Rain
872,2024-10-28,14.848981,120.314996,14.828392,120.281712,08:49:57,09:07:17,Rain
873,2024-10-11,14.835298,120.281697,14.82031,120.275866,17:29:57,17:38:05,Partly Cloudy
874,2024-01-30,14.886821,120.237616,14.841622,120.2863,17:26:30,18:05:43,Cloudy
875,2024-06-21,14.828613,120.287546,14.841001,120.286438,07:54:05,08:06:32,Clear
876,2024-05-29,14.868007,120.292251,14.824091,120.289637,13:43:43,13:56:43,Clear
877,2024-01-01,14.797615,120.27193,14.81557,120.284206,11:50:10,11:58:31,Mostly Clear
878,2024-05-13,14.829439,120.298148,14.84178,120.282512,19:06:31,19:19:32,Cloudy
879,2024-04-30,14.832936,120.282119,14.825632,120.282145,12:42:20,12:45:34,Partly Cloudy
880,2024-05-24,14.834747,120.282505,14.775895,120.307382,22:20:37,22:52:31,Light Drizzle
881,2024-12-01,14.827122,120.287014,14.82931,120.28162,06:22:04,06:27:34,Partly Cloudy
882,2024-12-03,14.8206,120.284513,14.824737,120.28307,19:55:44,19:59:25,Clear
883,2024-04-02,14.836229,120.285733,14.839129,120.284418,19:23:45,19:26:36,Mostly Clear
884,2024-09-27,14.877091,120.232927,14.819508,120.283864,20:59:39,21:22:50,Partly Cloudy
885,2024-01-10,14.835245,120.288114,14.837128,120.267632,17:30:53,17:43:22,Light Drizzle
886,2024-05-10,14.824789,120.279606,14.836375,120.290905,06:02:14,06:14:11,Cloudy
887,2024-11-23,14.877197,120.234972,14.821137,120.282811,20:42:03,21:17:26,Mostly Clear
888,2024-12-01,14.820012,120.28408,14.828103,120.286557,17:21:41,17:27:28,Cloudy
889,2024-05-27,14.836706,120.277981,14.848987,120.290272,19:40:04,19:51:45,Mostly Clear
890,2024-09-30,14.837717,120.278309,14.839732,120.285075,08:39:17,08:43:28,Clear
891,2024-03-15,14.816071,120.282939,14.825889,120.283437,19:34:12,19:43:07,Mostly Clear
892,2024-10-27,14.764839,120.29269,14.841461,120.282879,09:47:14,10:11:26,Mostly Clear
893,2024-10-19,14.829495,120.280799,14.841188,120.286604,18:41:21,18:52:40,Light Rain
894,2024-06-23,14.820892,120.284093,14.841781,120.282778,19:20:15,19:34:59,Cloudy
895,2024-02-08,14.837161,120.290319,14.80565,120.323341,13:04:31,13:21:21,Fog
896,2024-07-04,14.824445,120.27987,14.824939,120.27954,18:20:56,18:25:54,Rain
897,2024-10-06,14.815925,120.283656,14.830885,120.288896,18:06:57,18:16:59,Clear
898,2024-07-03,14.824287,120.278806,14.840197,120.285493,06:37:35,06:49:10,Rain
899,2024-12-15,14.820852,120.283561,14.789378,120.282267,17:43:33,17:59:27,Rain
900,2024-07-29,14.792029,120.294177,14.823151,120.287422,12:17:15,12:30:26,Dense Drizzle
901,2024-10-22,14.827631,120.281263,14.828294,120.294989,17:42:15,17:51:43,Rain
902,2024-01-08,14.82857,120.280728,14.830407,120.288844,07:09:09,07:14:59,Rime Fog
903,2024-12-05,14.829028,120.281194,14.847925,120.254562,18:27:03,18:48:00,Cloudy
904,2024-08-30,14.824254,120.279962,14.836858,120.289638,16:04:37,16:14:23,Cloudy
905,2024-03-09,14.821457,120.274163,14.822714,120.301672,07:24:14,07:42:12,Clear
906,2024-02-24,14.806289,120.322528,14.820077,120.284087,06:48:42,07:15:15,Partly Cloudy
907,2024-01-01,14.823515,120.278682,14.819467,120.278499,08:19:46,08:24:43,Mostly Clear
908,2024-06-21,14.789687,120.281988,14.824876,120.280224,19:21:31,19:39:35,Thunderstorm
909,2024-10-07,14.840625,120.286887,14.81545,120.283285,08:13:13,08:30:03,Rain
910,2024-11-02,14.840242,120.283517,14.8493,120.264682,17:02:30,17:18:35,Rain Showers
911,2024-05-22,14.836227,120.277742,14.843187,120.282543,18:48:28,18:57:48,Clear
912,2024-05-31,14.826432,120.272091,14.827217,120.27963,17:39:08,17:44:41,Clear
913,2024-01-18,14.83302,120.282859,14.839059,120.284749,18:06:05,18:11:35,Light Drizzle
914,2024-10-26,14.828569,120.28686,14.82276,120.287667,15:10:53,15:15:12,Partly Cloudy
915,2024-01-11,14.825404,120.280418,14.818489,120.283822,08:29:59,08:36:37,Cloudy
916,2024-01-28,14.838478,120.28593,14.820666,120.276036,17:51:08,18:05:15,Clear
917,2024-09-08,14.829063,120.280489,14.848952,120.264988,11:08:51,11:24:54,Cloudy
918,2024-12-14,14.827697,120.281836,14.836048,120.283861,17:02:48,17:09:34,Light Rain
919,2024-02-20,14.828414,120.294827,14.823709,120.288785,19:23:03,19:29:21,Partly Cloudy
920,2024-03-16,14.877073,120.231776,14.826503,120.272533,20:34:30,21:12:13,Clear
921,2024-08-10,14.823992,120.280134,14.823561,120.279042,06:00:42,06:04:30,Partly Cloudy
922,2024-06-13,14.842766,120.287186,14.836212,120.286926,07:52:10,07:58:13,Clear
923,2024-11-15,14.822092,120.298462,14.824501,120.277763,16:11:08,16:20:08,Clear
924,2024-11-16,14.831228,120.288825,14.829298,120.29914,21:11:35,21:18:36,Mostly Clear
925,2024-02-03,14.824808,120.28028,14.776147,120.308266,08:18:46,08:52:17,Clear
926,2024-06-07,14.819489,120.279584,14.815528,120.283693,12:05:29,12:10:10,Clear
927,2024-07-25,14.887349,120.238354,14.828329,120.285426,22:43:23,23:13:48,Partly Cloudy
928,2024-05-28,14.818754,120.283828,14.827366,120.280736,19:32:58,19:39:16,Clear
929,2024-12-18,14.877157,120.232808,14.78936,120.281951,08:03:54,09:16:49,Cloudy
930,2024-02-16,14.819097,120.28406,14.881883,120.236008,19:29:46,20:00:56,Mostly Clear
931,2024-01-18,14.79209,120.294105,14.829439,120.298934,09:58:48,10:16:23,Rime Fog
932,2024-01-05,14.824175,120.289009,14.843287,120.287269,06:51:01,07:02:34,Cloudy
933,2024-11-01,14.820846,120.279291,14.824035,120.300825,18:58:00,19:09:22,Mostly Clear
934,2024-05-29,14.843506,120.285978,14.877187,120.233478,07:21:53,08:02:45,Clear
935,2024-05-10,14.84741,120.254403,14.819348,120.284066,22:47:54,23:01:09,Dense Drizzle
936,2024-08-07,14.828819,120.294536,14.835246,120.287804,17:33:44,17:41:56,Rain
937,2024-01-14,14.764742,120.29321,14.82349,120.279316,17:20:47,18:03:19,Cloudy
938,2024-11-25,14.764843,120.293148,14.805758,120.323248,20:13:33,20:31:50,Partly Cloudy
939,2024-05-01,14.842726,120.287147,14.820687,120.276759,19:47:57,20:07:27,Rain Showers
940,2024-10-24,14.844175,120.28608,14.826316,120.283071,12:18:36,12:27:21,Drizzle
941,2024-11-15,14.847762,120.253812,14.775517,120.30811,08:18:53,09:07:27,Heavy Rain Showers
942,2024-05-07,14.88758,120.237687,14.882085,120.23655,18:01:49,18:05:55,Light Rain
943,2024-07-25,14.806297,120.323241,14.821463,120.271738,17:26:39,17:54:52,Light Rain
944,2024-09-23,14.837426,120.268681,14.837996,120.279363,13:42:42,13:49:07,Rain
945,2024-06-25,14.815489,120.316684,14.849094,120.253985,21:07:09,21:31:44,Mostly Clear
946,2024-12-04,14.775594,120.307628,14.828177,120.282284,18:36:24,19:03:50,Mostly Clear
947,2024-03-02,14.824814,120.280987,14.806257,120.322208,07:25:34,07:50:36,Mostly Clear
948,2024-11-03,14.818805,120.283356,14.824548,120.280938,17:03:07,17:11:02,Drizzle
949,2024-05-22,14.815103,120.283389,14.841962,120.286704,17:54:47,18:18:51,Clear
950,2024-09-10,14.824546,120.279339,14.821237,120.271571,18:10:03,18:17:48,Rain
951,2024-07-15,14.835221,120.287819,14.822456,120.298201,10:36:44,10:42:43,Cloudy
952,2024-02-15,14.835467,120.287661,14.876441,120.233128,13:22:45,13:57:21,Light Drizzle
953,2024-12-13,14.828619,120.282139,14.842304,120.281621,17:24:07,17:35:56,Partly Cloudy
954,2024-06-06,14.843528,120.286091,14.837466,120.279623,06:55:37,07:02:44,Cloudy
955,2024-02-25,14.829741,120.29864,14.818128,120.280776,15:47:50,15:56:56,Cloudy
956,2024-02-22,14.84841,120.290749,14.82864,120.287191,12:33:59,12:45:24,Cloudy
957,2024-10-03,14.823979,120.288557,14.819653,120.284079,08:11:34,08:16:55,Thunderstorm with Hail
958,2024-08-20,14.83089,120.289017,14.82635,120.272741,07:15:57,07:28:51,Mostly Clear
959,2024-07-20,14.820618,120.284034,14.820301,120.276303,21:23:00,21:28:31,Mostly Clear
960,2024-10-19,14.821483,120.272289,14.82777,120.285258,18:48:38,18:58:38,Rain
961,2024-01-18,14.824403,120.28932,14.820208,120.275387,22:46:14,22:55:50,Mostly Clear
962,2024-11-08,14.776133,120.307865,14.873512,120.23526,19:05:18,20:29:50,Cloudy
963,2024-10-03,14.841644,120.282852,14.82384,120.279371,21:11:01,21:20:40,Fog
964,2024-10-04,14.840163,120.286516,14.856773,120.289294,18:32:31,18:44:35,Dense Drizzle
965,2024-05-01,14.817734,120.281612,14.824449,120.289543,17:42:57,17:49:59,Fog
966,2024-05-17,14.825038,120.277501,14.792548,120.294213,18:29:37,18:47:24,Clear
967,2024-04-09,14.83648,120.278412,14.827941,120.286178,19:59:06,20:05:29,Partly Cloudy
968,2024-07-25,14.827742,120.281542,14.82327,120.288283,11:55:44,12:00:27,Cloudy
969,2024-11-26,14.848026,120.254813,14.82091,120.284017,07:54:35,08:12:25,Clear
970,2024-02-27,14.838979,120.283802,14.826406,120.272793,20:30:10,20:40:09,Mostly Clear
971,2024-08-20,14.826457,120.280069,14.819906,120.284055,17:06:13,17:13:00,Partly Cloudy
972,2024-03-17,14.877538,120.232264,14.819215,120.284282,21:51:06,22:16:13,Mostly Clear
973,2024-10-14,14.837064,120.278519,14.791554,120.294845,17:48:30,18:14:42,Cloudy
974,2024-06-15,14.819874,120.28418,14.824407,120.280164,20:32:26,20:37:24,Dense Drizzle
975,2024-10-04,14.826783,120.287963,14.819978,120.283985,22:37:27,22:42:25,Heavy Rain Showers
976,2024-12-20,14.840207,120.286322,14.83535,120.282022,06:59:54,07:05:32,Clear
977,2024-06-15,14.83009,120.289121,14.775658,120.308189,09:13:00,09:41:20,Rime Fog
978,2024-11-11,14.819639,120.284264,14.827052,120.282163,19:31:09,19:39:26,Fog
979,2024-12-26,14.848856,120.315166,14.820736,120.283909,06:04:33,06:24:03,Partly Cloudy
980,2024-01-31,14.823762,120.28979,14.842824,120.286865,06:33:15,06:45:31,Mostly Clear
981,2024-08-25,14.825068,120.277327,14.822795,120.272828,18:35:40,18:40:31,Partly Cloudy
982,2024-02-22,14.8243,120.280167,14.81904,120.278434,17:45:28,17:51:19,Clear
983,2024-04-03,14.842582,120.287346,14.83913,120.284241,19:58:39,20:04:01,Mostly Clear
984,2024-07-05,14.805602,120.323536,14.82033,120.275911,11:50:36,12:13:08,Fog
985,2024-03-23,14.84889,120.255348,14.825037,120.27677,12:15:01,12:32:59,Cloudy
986,2024-10-25,14.824018,120.288602,14.819996,120.284043,06:28:04,06:34:07,Rain Showers
987,2024-09-22,14.820602,120.276618,14.824934,120.280212,08:48:06,08:53:18,Cloudy
988,2024-09-14,14.826303,120.272923,14.819825,120.276386,18:43:13,18:48:48,Clear
989,2024-01-09,14.806441,120.323086,14.822087,120.298589,07:41:05,07:53:20,Clear
990,2024-10-22,14.83556,120.281734,14.819649,120.284233,19:47:22,19:56:07,Dense Drizzle
991,2024-09-12,14.826854,120.272156,14.822294,120.298341,17:25:03,17:49:14,Dense Drizzle
992,2024-02-29,14.847775,120.255134,14.822406,120.301515,06:58:11,07:18:29,Clear
993,2024-04-08,14.82049,120.275343,14.838159,120.285566,08:00:42,08:16:26,Mostly Clear
994,2024-06-21,14.842957,120.281976,14.840706,120.286279,20:42:20,20:47:21,Light Rain
995,2024-02-03,14.820475,120.283549,14.828035,120.282302,22:41:00,22:46:28,Light Rain
996,2024-03-01,14.821313,120.27846,14.81957,120.284277,07:35:20,07:40:15,Clear
997,2024-11-10,14.848334,120.254781,14.775883,120.307701,07:17:03,07:55:05,Mostly Clear
998,2024-06-12,14.817907,120.281267,14.824478,120.280806,19:40:41,19:45:58,Cloudy
999,2024-06-06,14.820995,120.278918,14.829278,120.287395,13:28:37,13:37:17,Partly Cloudy
1000,2024-08-10,14.818381,120.280894,14.826351,120.283115,06:49:07,06:54:44,Fog
1001,2024-10-05,14.843961,120.286005,14.775996,120.307936,08:42:23,09:23:10,Partly Cloudy
1002,2024-02-10,14.84887,120.315428,14.877693,120.235189,12:23:33,12:55:18,Fog
1003,2024-12-12,14.877673,120.23296,14.823922,120.278583,07:38:16,08:06:05,Cloudy
1004,2024-07-20,14.833581,120.285706,14.887286,120.237756,07:37:04,08:19:10,Light Rain
1005,2024-01-26,14.832292,120.281924,14.8247,120.280047,18:07:58,18:12:55,Clear
1006,2024-05-07,14.828695,120.280137,14.839173,120.284049,22:04:20,22:11:00,Mostly Clear
1007,2024-11-06,14.824748,120.282197,14.867961,120.292667,17:41:04,18:17:04,Clear
1008,2024-09-02,14.876919,120.232823,14.837505,120.278717,06:48:20,07:22:48,Partly Cloudy
1009,2024-08-08,14.827058,120.282055,14.851684,120.256246,21:08:01,21:21:16,Drizzle
1010,2024-11-18,14.805219,120.322545,14.815739,120.316836,21:16:06,21:22:35,Fog
1011,2024-10-26,14.848722,120.254409,14.839052,120.284063,06:05:28,06:19:51,Partly Cloudy
1012,2024-03-11,14.83766,120.286302,14.848874,120.290921,07:33:32,07:41:00,Partly Cloudy
1013,2024-04-02,14.805935,120.322203,14.816062,120.283313,14:36:05,14:50:08,Clear
1014,2024-12-09,14.82057,120.283631,14.835172,120.288354,17:29:46,17:39:53,Partly Cloudy
1015,2024-02-27,14.823425,120.300475,14.849181,120.264922,08:41:15,09:04:41,Partly Cloudy
1016,2024-04-03,14.877047,120.231893,14.832729,120.28223,08:59:26,09:46:10,Clear
1017,2024-07-01,14.829205,120.286967,14.828383,120.281663,08:26:17,08:29:50,Partly Cloudy
1018,2024-09-02,14.82871,120.281944,14.825106,120.27975,19:28:38,19:33:18,Light Drizzle
1019,2024-03-24,14.83961,120.284286,14.832559,120.282874,11:45:26,11:50:31,Clear
1020,2024-06-19,14.829156,120.287466,14.815564,120.316759,22:01:58,22:15:38,Mostly Clear
1021,2024-05-28,14.82818,120.294167,14.827124,120.287554,18:25:54,18:30:51,Light Rain
1022,2024-01-02,14.841086,120.286581,14.836703,120.277923,15:53:35,15:58:49,Mostly Clear
1023,2024-07-11,14.824411,120.289089,14.791641,120.294092,16:27:39,16:44:23,Light Drizzle
1024,2024-12-18,14.819084,120.27858,14.843047,120.281949,09:20:21,09:35:02,Cloudy
1025,2024-07-03,14.820088,120.284747,14.823985,120.288913,19:02:22,19:08:41,Drizzle
1026,2024-02-21,14.839956,120.286406,14.839425,120.284302,07:38:03,07:43:04,Partly Cloudy
1027,2024-05-20,14.791879,120.294546,14.838321,120.283502,22:55:35,23:12:37,Rime Fog
1028,2024-09-07,14.825432,120.280006,14.824366,120.27975,13:34:57,13:37:55,Partly Cloudy
1029,2024-07-08,14.84373,120.286222,14.835914,120.28704,07:50:08,07:57:40,Mostly Clear
1030,2024-04-05,14.882,120.236509,14.839616,120.283541,06:48:51,07:36:07,Clear
1031,2024-09-14,14.818405,120.281508,14.828769,120.281762,12:34:51,12:40:35,Light Rain
1032,2024-10-13,14.837758,120.278658,14.798149,120.27239,17:36:38,17:56:08,Mostly Clear
1033,2024-02-26,14.824032,120.278909,14.820143,120.275621,05:13:33,05:17:15,Mostly Clear
1034,2024-06-28,14.873591,120.235427,14.830655,120.288477,21:10:23,21:39:26,Light Rain
1035,2024-05-17,14.830958,120.288654,14.82118,120.275488,18:16:19,18:23:15,Mostly Clear
1036,2024-09-08,14.873782,120.235123,14.824361,120.28035,20:46:52,21:11:48,Mostly Clear
1037,2024-04-08,14.828519,120.285251,14.820465,120.284125,16:34:24,16:41:35,Light Rain
1038,2024-01-22,14.818989,120.283978,14.823861,120.28926,17:02:24,17:09:01,Rime Fog
1039,2024-11-20,14.819302,120.278734,14.839915,120.28364,16:04:45,16:16:45,Dense Drizzle
1040,2024-07-03,14.820577,120.27717,14.820015,120.284224,08:13:52,08:19:09,Partly Cloudy
1041,2024-11-01,14.839011,120.283072,14.823427,120.289284,19:32:42,19:42:16,Thunderstorm
1042,2024-09-03,14.821436,120.277943,14.841753,120.286413,07:06:17,07:20:15,Partly Cloudy
1043,2024-10-12,14.826438,120.272632,14.835665,120.282436,20:28:10,20:38:24,Mostly Clear
1044,2024-10-17,14.821522,120.271772,14.822766,120.301727,08:59:03,09:20:05,Cloudy
1045,2024-01-24,14.764899,120.252744,14.819653,120.278645,16:53:40,17:14:35,Mostly Clear
1046,2024-02-17,14.887077,120.237187,14.848962,120.290697,17:57:35,18:29:20,Mostly Clear
1047,2024-07-28,14.821735,120.278663,14.818066,120.284086,20:20:53,20:23:56,Rain
1048,2024-05-22,14.840128,120.283561,14.822072,120.30192,22:37:24,22:49:15,Clear
1049,2024-11-27,14.798129,120.27192,14.87342,120.235641,06:45:05,07:27:51,Clear
1050,2024-11-10,14.830134,120.288972,14.772474,120.258668,17:27:26,18:04:58,Rime Fog
1051,2024-11-21,14.836026,120.286492,14.821434,120.273859,19:42:41,19:54:23,Clear
1052,2024-02-14,14.82625,120.272942,14.851969,120.263432,18:29:54,18:44:14,Light Rain
1053,2024-08-24,14.81777,120.281769,14.822023,120.298348,17:29:31,17:38:29,Drizzle
1054,2024-10-30,14.872994,120.235551,14.816209,120.28295,07:11:10,07:47:31,Rain
1055,2024-06-26,14.764779,120.293062,14.856831,120.289887,13:31:53,14:16:16,Light Rain
1056,2024-01-10,14.815962,120.283279,14.830727,120.273759,05:04:40,05:15:36,Mostly Clear
1057,2024-03-31,14.828298,120.280315,14.839151,120.284147,19:20:56,19:28:20,Mostly Clear
1058,2024-07-18,14.820033,120.284093,14.826818,120.280355,16:59:59,17:03:34,Light Drizzle
1059,2024-01-01,14.839847,120.285143,14.820629,120.284464,15:56:51,16:08:57,Cloudy
1060,2024-01-28,14.824698,120.28032,14.822694,120.298509,10:12:02,10:20:46,Clear
1061,2024-09-15,14.848361,120.315196,14.8282,120.281427,08:20:44,08:52:21,Light Rain
1062,2024-07-30,14.825047,120.280178,14.830267,120.274322,09:39:50,09:44:46,Clear
1063,2024-06-19,14.830557,120.274637,14.820141,120.283781,08:42:39,08:49:39,Heavy Rain
1064,2024-08-03,14.829031,120.28538,14.843312,120.286701,07:34:27,07:42:29,Partly Cloudy
1065,2024-11-18,14.841203,120.286792,14.83891,120.284377,12:25:58,12:29:31,Cloudy
1066,2024-07-05,14.843138,120.28584,14.815449,120.284078,10:13:36,10:25:54,Light Rain
1067,2024-12-07,14.840185,120.285462,14.82278,120.301555,09:56:14,10:12:15,Clear
1068,2024-08-15,14.828794,120.28746,14.822497,120.272307,05:43:44,05:54:29,Dense Drizzle
1069,2024-01-01,14.839747,120.283008,14.856804,120.289952,21:08:11,21:17:45,Drizzle
1070,2024-02-10,14.842214,120.287398,14.828504,120.285247,08:59:11,09:09:38,Mostly Clear
1071,2024-04-07,14.851621,120.25573,14.842076,120.28697,15:38:35,15:50:09,Heavy Rain
1072,2024-05-27,14.820536,120.28353,14.836539,120.283268,20:13:19,20:20:36,Mostly Clear
1073,2024-12-23,14.820919,120.275353,14.77248,120.2582,12:04:04,12:23:12,Mostly Clear
1074,2024-05-04,14.840517,120.28674,14.837979,120.278646,21:36:21,21:41:06,Mostly Clear
1075,2024-10-07,14.817396,120.281258,14.829647,120.287759,19:28:30,19:37:47,Dense Drizzle
1076,2024-07-10,14.877651,120.234962,14.842719,120.287388,05:00:25,05:21:46,Partly Cloudy
1077,2024-07-13,14.821355,120.276199,14.824871,120.280077,07:11:18,07:15:23,Light Rain
1078,2024-01-17,14.836182,120.290071,14.842978,120.281878,18:53:43,19:03:54,Cloudy
1079,2024-11-11,14.887742,120.237388,14.849206,120.290587,12:57:43,13:25:00,Light Drizzle
1080,2024-04-05,14.842287,120.287563,14.835221,120.287846,19:49:27,19:55:04,Clear
1081,2024-08-25,14.836497,120.283426,14.839906,120.284022,22:38:08,22:41:41,Heavy Rain Showers
1082,2024-02-20,14.829644,120.286787,14.841834,120.28749,20:46:42,20:53:14,Mostly Clear
1083,2024-02-27,14.841003,120.282998,14.84915,120.255163,07:21:35,07:37:35,Cloudy
1084,2024-05-01,14.839218,120.28346,14.849383,120.290515,19:38:54,19:45:09,Clear
1085,2024-09-20,14.83921,120.282964,14.772302,120.258796,18:10:00,18:57:12,Partly Cloudy
1086,2024-04-18,14.828869,120.29471,14.821556,120.298139,22:55:33,23:00:56,Partly Cloudy
1087,2024-03-06,14.840238,120.286836,14.819547,120.283721,06:17:59,06:33:14,Cloudy
1088,2024-09-14,14.840385,120.286207,14.851933,120.256169,06:26:16,06:45:40,Partly Cloudy
1089,2024-02-06,14.818008,120.283306,14.828507,120.285555,21:10:38,21:19:50,Partly Cloudy
1090,2024-09-28,14.820508,120.275453,14.821482,120.298141,17:16:15,17:32:52,Cloudy
1091,2024-10-12,14.828779,120.281739,14.848809,120.315438,14:53:58,15:09:43,Cloudy
1092,2024-01-31,14.881844,120.237035,14.824669,120.282549,07:19:41,08:02:11,Clear
1093,2024-03-27,14.824314,120.278794,14.820846,120.276386,06:05:18,06:09:34,Mostly Clear
1094,2024-01-21,14.83603,120.28579,14.82036,120.276001,19:43:39,19:57:39,Cloudy
1095,2024-03-09,14.82304,120.287579,14.820493,120.277398,12:29:11,12:37:41,Clear
1096,2024-12-27,14.815673,120.283175,14.826546,120.280089,21:33:31,21:39:36,Mostly Clear
1097,2024-08-20,14.851645,120.263883,14.887163,120.237735,19:51:17,20:24:59,Light Rain
1098,2024-07-14,14.8156,120.316898,14.819591,120.284065,09:27:13,09:42:21,Drizzle
1099,2024-06-05,14.841998,120.28805,14.821279,120.284234,17:48:25,17:59:05,Cloudy
1100,2024-10-28,14.819548,120.284171,14.820039,120.284564,12:11:24,12:13:43,Cloudy
1101,2024-02-29,14.824159,120.279811,14.84018,120.28305,07:13:45,07:22:24,Mostly Clear
1102,2024-07-01,14.822093,120.30185,14.847855,120.254491,10:59:07,11:17:19,Light Rain
1103,2024-03-31,14.823186,120.30059,14.82666,120.283632,18:16:17,18:32:25,Light Drizzle
1104,2024-03-16,14.86824,120.292323,14.825303,120.283314,07:08:36,07:34:37,Mostly Clear
1105,2024-10-01,14.805402,120.322849,14.826988,120.287334,18:20:41,18:40:35,Cloudy
1106,2024-11-05,14.827567,120.281452,14.82061,120.275387,19:50:07,19:57:39,Fog
1107,2024-07-19,14.77632,120.308134,14.839286,120.284576,19:41:11,20:12:36,Mostly Clear
1108,2024-12-20,14.791978,120.2943,14.797664,120.272646,15:14:44,15:24:30,Clear
1109,2024-06-30,14.840164,120.28659,14.82041,120.283979,07:05:32,07:15:40,Rain
1110,2024-04-12,14.819867,120.276303,14.815348,120.283317,07:07:09,07:12:45,Cloudy
1111,2024-11-18,14.842785,120.287346,14.821712,120.283443,18:34:55,18:47:11,Light Rain
1112,2024-01-09,14.829812,120.287158,14.84201,120.287347,20:18:16,20:25:21,Clear
1113,2024-06-30,14.828852,120.286726,14.818012,120.2811,08:21:13,08:33:54,Light Rain
1114,2024-05-21,14.824804,120.280154,14.822047,120.29839,07:42:20,07:56:23,Clear
1115,2024-07-23,14.88742,120.237711,14.764586,120.2531,18:42:23,20:34:38,Partly Cloudy
1116,2024-02-09,14.823727,120.280396,14.823958,120.279572,18:21:27,18:25:41,Cloudy
1117,2024-01-10,14.828095,120.286227,14.822846,120.301664,06:42:00,06:50:24,Mostly Clear
1118,2024-10-17,14.849054,120.315262,14.836265,120.286451,14:02:36,14:13:34,Cloudy
1119,2024-07-18,14.848902,120.264765,14.82675,120.287305,05:29:21,05:42:17,Dense Drizzle
1120,2024-12-23,14.817673,120.284246,14.819557,120.283811,11:07:38,11:10:06,Clear
1121,2024-01-24,14.77583,120.307742,14.8295,120.287004,18:53:01,19:43:20,Mostly Clear
1122,2024-06-07,14.825542,120.282248,14.822964,120.287624,18:25:19,18:30:27,Cloudy
1123,2024-06-29,14.849226,120.290844,14.83999,120.284456,06:02:37,06:11:31,Partly Cloudy
1124,2024-12-21,14.836718,120.278252,14.849516,120.254576,17:11:23,17:24:21,Partly Cloudy
1125,2024-06-20,14.819955,120.284505,14.83838,120.284237,13:59:18,14:07:37,Partly Cloudy
1126,2024-02-07,14.828299,120.281412,14.835242,120.288459,12:39:07,12:45:44,Clear
1127,2024-05-18,14.817858,120.281119,14.76483,120.293686,12:01:33,12:31:37,Partly Cloudy
1128,2024-04-21,14.823647,120.279379,14.822909,120.283054,21:52:34,21:56:15,Mostly Clear
1129,2024-02-01,14.817702,120.281973,14.776014,120.308103,09:55:30,10:18:01,Cloudy
1130,2024-03-08,14.83573,120.282958,14.836428,120.290234,10:02:15,10:06:50,Clear
